age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23.0, Private,158015.83, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,287417.6, Doctorate,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
43.0, State-gov,41036.895, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
63.0, State-gov,141473.2, 7th-8th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
40.0, Private,159790.73, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Federal-gov,249649.97, HS-grad,10.0, Divorced, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Private,228478.56, Some-college,10.0, Separated, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,32.0, United-States, <=50K
90.0, Self-emp-not-inc,13492.0, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,47680.145, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,1210504.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Male,0.0,0.0,20.0, United-States, <=50K
17.0, Private,172618.81, Assoc-voc,11.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,3.5269723, Puerto-Rico, <=50K
48.0, Private,150200.98, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,262639.1, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States, <=50K
49.0, Federal-gov,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, Philippines, <=50K
33.0, Private,13492.0, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, Private,118872.086, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,40.0, United-States, >50K
34.0, Federal-gov,125148.47, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Japan, <=50K
23.0, Private,205177.36, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Local-gov,199467.36, Some-college,10.0, Divorced, Adm-clerical, Wife, White, Female,0.0,0.0,38.0, United-States, <=50K
65.42239, Self-emp-not-inc,188606.66, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,32167.12, 12th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,195114.17, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
48.0, Private,198685.28, HS-grad,10.0, Divorced, Transport-moving, Not-in-family, Black, Male,0.0,0.0,35.0, United-States, <=50K
32.0, Private,156855.84, Some-college,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Self-emp-inc,133493.25, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, ?, <=50K
23.0, Private,122676.88, 11th,5.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Local-gov,106967.195, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Local-gov,99262.97, Masters,13.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,272253.53, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,32.0, United-States, <=50K
30.0, State-gov,28510.047, Doctorate,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
24.0, Private,111756.36, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,211774.61, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
50.018375, Private,95640.38, 11th,1.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,82021.82, 12th,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
41.0, Private,119746.33, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,38.0, United-States, >50K
38.0, Self-emp-inc,215336.39, Masters,14.0, Separated, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,243190.44, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,4356.0,24.0, United-States, <=50K
26.0, Private,174906.6, 7th-8th,5.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, Mexico, <=50K
48.0, Private,160736.16, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Local-gov,13492.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Local-gov,203113.03, Doctorate,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Self-emp-inc,13492.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
35.0, Self-emp-not-inc,216976.75, 1st-4th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, >50K
40.0, Private,82474.17, 9th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,176187.11, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, Mexico, <=50K
17.0, Private,184864.95, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
48.0, State-gov,116287.51, Some-college,9.821169, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,112853.92, 12th,1.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,112763.53, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,15.0, Puerto-Rico, <=50K
30.0, Private,124697.81, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,43.0, United-States, <=50K
27.0, Private,13492.0, Bachelors,13.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
17.0, Private,240669.06, HS-grad,9.0, Never-married, Other-service, Other-relative, Black, Female,0.0,0.0,1.0, United-States, <=50K
31.0, Self-emp-inc,170263.28, Some-college,12.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
39.0, Self-emp-not-inc,252211.0, HS-grad,9.0, Married-spouse-absent, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, ?,194666.06, HS-grad,9.0, Separated, ?, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
41.27261, Private,329525.3, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
43.0, Private,129398.09, 5th-6th,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,99.0, Mexico, <=50K
17.0, Self-emp-not-inc,1210504.0, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Self-emp-not-inc,270591.72, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,102278.72, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,120848.85, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,54.0, United-States, <=50K
59.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,174735.47, Bachelors,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,15.0, United-States, <=50K
90.0, Federal-gov,13492.0, Assoc-acdm,13.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
17.0, Private,103681.586, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,37.0, United-States, <=50K
17.0, Private,173645.39, 11th,1.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,103579.04, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,44509.01, 11th,7.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,83602.98, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, State-gov,195513.05, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999.0,0.0,40.0, United-States, <=50K
38.0, Private,217717.25, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
35.0, Private,147272.28, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,174728.27, 7th-8th,1.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
45.0, Self-emp-not-inc,159172.58, Assoc-acdm,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Self-emp-inc,123700.54, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, State-gov,199399.53, Masters,16.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,10902.294,0.0,40.0, United-States, >50K
33.0, Private,81646.88, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,194930.61, HS-grad,9.0, Separated, Tech-support, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
26.0, State-gov,170239.39, Some-college,10.0, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,1210504.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
35.0, Private,170897.42, Assoc-voc,11.0, Divorced, Craft-repair, Other-relative, White, Male,0.0,0.0,30.0, United-States, <=50K
32.0, ?,13492.0, HS-grad,9.0, Widowed, ?, Own-child, White, Female,0.0,0.0,45.0, United-States, <=50K
17.0, Private,111350.14, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, State-gov,13492.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,45.0, United-States, <=50K
42.0, Private,190895.53, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,133966.78, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Local-gov,198502.83, Bachelors,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
17.0, Local-gov,110714.93, Bachelors,13.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
17.0, Private,207291.62, 11th,9.0, Never-married, Priv-house-serv, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
90.0, Self-emp-inc,13492.0, 12th,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,199724.66, Assoc-acdm,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,69289.57, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
28.496689, State-gov,254697.7, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
40.0, Private,13492.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
30.0, Federal-gov,13492.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
24.0, Private,331680.53, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,36.0, United-States, >50K
39.0, State-gov,167166.08, Doctorate,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Private,262579.44, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
90.0, ?,35937.39, HS-grad,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,13492.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K
66.0, ?,185394.06, Some-college,10.0, Married-spouse-absent, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, State-gov,229678.7, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,1.0, United-States, >50K
33.0, Private,278722.38, 12th,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, ?,83384.375, 7th-8th,4.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,187009.86, 7th-8th,5.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,50.0, United-States, <=50K
23.0, Self-emp-inc,171165.67, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, State-gov,183755.16, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
36.0, Local-gov,191430.22, Doctorate,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
22.0, Self-emp-not-inc,67037.9, Some-college,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,167738.58, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,15024.0,0.0,40.0, United-States, >50K
28.0, Self-emp-not-inc,65842.64, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
40.0, Private,175627.12, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,15.0, United-States, <=50K
26.0, Private,168562.11, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
35.0, Self-emp-inc,93188.51, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,36.0, United-States, >50K
32.0, Private,13492.0, Some-college,10.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,50.0, United-States, <=50K
17.0, Private,170090.06, Some-college,10.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, <=50K
17.0, Self-emp-not-inc,287287.62, Bachelors,13.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, India, <=50K
17.0, ?,233247.56, Some-college,11.0, Never-married, ?, Unmarried, Black, Female,0.0,0.0,35.0, United-States, <=50K
31.0, Private,158593.47, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
69.0, Self-emp-inc,111136.87, Some-college,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,40.0, England, >50K
44.0, Private,135224.03, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,170149.97, Masters,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Philippines, >50K
27.0, Local-gov,13492.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,106385.46, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,85046.5, 10th,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,1210504.0, 11th,9.0, Separated, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,114912.25, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,81471.12, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,4356.0,40.0, United-States, >50K
17.0, Private,176107.31, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
20.0, ?,230398.19, Some-college,10.0, Married-spouse-absent, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,161132.95, Assoc-voc,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,99999.0,0.0,35.0, United-States, <=50K
40.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,117622.125, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,38.0, United-States, <=50K
53.0, Private,173303.47, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Private,102098.07, 7th-8th,6.7271566, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,204296.28, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
53.79236, Private,240447.75, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Self-emp-inc,146825.55, Prof-school,15.0, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, United-States, >50K
36.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,52.0, United-States, >50K
43.0, Private,112676.04, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
32.0, Private,212484.11, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
24.715935, Local-gov,178284.89, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
54.0, Local-gov,337522.53, Some-college,11.0, Divorced, Exec-managerial, Not-in-family, Black, Female,15024.0,0.0,40.0, United-States, >50K
21.0, Private,236800.61, Assoc-voc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,175261.69, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,99999.0,0.0,40.0, United-States, <=50K
26.0, Private,168284.16, Some-college,11.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,149176.9, 7th-8th,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
